treeId,type,length
50000,treelength,990.5449347928495
50000,internal,188.0284128853828
50000,external,802.5165219074668
50000,backbone,20.301468019376124
100000,treelength,995.7077762528306
100000,internal,185.4206670561256
100000,external,810.287109196705
100000,backbone,19.229536042609027
150000,treelength,1005.3152456346608
150000,internal,187.81980982836447
150000,external,817.4954358062963
150000,backbone,20.635967569639888
200000,treelength,1007.3992132838434
200000,internal,184.7453493582219
200000,external,822.6538639256215
200000,backbone,20.506070925516468
250000,treelength,1002.5936023841823
250000,internal,185.22070272293348
250000,external,817.3728996612489
250000,backbone,20.06105757590395
300000,treelength,1007.6330543353722
300000,internal,186.06361586054703
300000,external,821.5694384748251
300000,backbone,20.634948520001934
350000,treelength,1014.6909514020499
350000,internal,189.86767323061423
350000,external,824.8232781714356
350000,backbone,20.9356167546401
400000,treelength,1004.9612774655087
400000,internal,187.55043389301224
400000,external,817.4108435724964
400000,backbone,20.045501776221755
450000,treelength,1017.6250448125484
450000,internal,188.75490499095093
450000,external,828.8701398215975
450000,backbone,21.221821695634606
500000,treelength,1017.5666808261728
500000,internal,189.3761769025481
500000,external,828.1905039236248
500000,backbone,22.13468797983393
550000,treelength,1025.5436199689188
550000,internal,189.8021800996671
550000,external,835.7414398692517
550000,backbone,21.768994688206327
600000,treelength,1025.5483758436442
600000,internal,191.34698045102354
600000,external,834.2013953926206
600000,backbone,20.70506958017462
650000,treelength,1033.7149807738901
650000,internal,192.27856212968712
650000,external,841.436418644203
650000,backbone,22.85447854497095
700000,treelength,1024.8726569810342
700000,internal,189.37275559860075
700000,external,835.4999013824334
700000,backbone,21.616615695483954
750000,treelength,1026.027445725159
750000,internal,188.79917630682266
750000,external,837.2282694183363
750000,backbone,22.06137545673489
800000,treelength,1013.3080009101271
800000,internal,194.82173626501788
800000,external,818.4862646451093
800000,backbone,22.733490036680706
850000,treelength,1009.0418527731726
850000,internal,189.09454777259342
850000,external,819.9473050005793
850000,backbone,21.48204023757084
900000,treelength,1015.519526206096
900000,internal,191.2355237446883
900000,external,824.2840024614077
900000,backbone,21.670817821479833
950000,treelength,1024.28815453741
950000,internal,192.57870233637047
950000,external,831.7094522010395
950000,backbone,20.581228689392184
1000000,treelength,1015.5233173911752
1000000,internal,194.7795390980984
1000000,external,820.7437782930767
1000000,backbone,20.449371937963587
1050000,treelength,1033.3078956993309
1050000,internal,190.66486961738184
1050000,external,842.643026081949
1050000,backbone,21.41146769654884
1100000,treelength,1031.5132151712119
1100000,internal,191.0327628776843
1100000,external,840.4804522935276
1100000,backbone,20.306751304409683
1150000,treelength,1028.368910230867
1150000,internal,188.12314775746134
1150000,external,840.2457624734055
1150000,backbone,20.945148774338808
1200000,treelength,1025.0134844098097
1200000,internal,185.2429542745923
1200000,external,839.7705301352174
1200000,backbone,19.195063798503437
1250000,treelength,1006.4358454625298
1250000,internal,184.76295919009578
1250000,external,821.672886272434
1250000,backbone,19.972816665204363
1300000,treelength,1010.295794102108
1300000,internal,187.0702217370449
1300000,external,823.225572365063
1300000,backbone,21.594723264255403
1350000,treelength,1010.8608847237497
1350000,internal,184.45802920576563
1350000,external,826.402855517984
1350000,backbone,21.14408814045412
1400000,treelength,1009.7121994587862
1400000,internal,180.156142447626
1400000,external,829.5560570111602
1400000,backbone,20.822169701043993
1450000,treelength,1019.3906434343913
1450000,internal,189.22153437250736
1450000,external,830.169109061884
1450000,backbone,21.9406480765823
1500000,treelength,1015.9891844692515
1500000,internal,187.15084814116054
1500000,external,828.838336328091
1500000,backbone,21.71494782190486
1550000,treelength,1019.4960448176512
1550000,internal,183.29376778898398
1550000,external,836.2022770286671
1550000,backbone,19.536153225792173
1600000,treelength,1018.8640865185611
1600000,internal,186.1466865938977
1600000,external,832.7173999246634
1600000,backbone,21.44808728497416
1650000,treelength,1029.6201290780928
1650000,internal,185.99755282517205
1650000,external,843.6225762529207
1650000,backbone,20.45398837097961
1700000,treelength,1021.809083214243
1700000,internal,186.91629466710145
1700000,external,834.8927885471414
1700000,backbone,21.37638962300037
1750000,treelength,1029.4231227651665
1750000,internal,186.0371399974456
1750000,external,843.3859827677209
1750000,backbone,20.784102722961194
1800000,treelength,1037.844976906855
1800000,internal,188.11522855956028
1800000,external,849.7297483472947
1800000,backbone,19.757232230266464
1850000,treelength,1033.5820607934882
1850000,internal,192.59979857159962
1850000,external,840.9822622218886
1850000,backbone,21.244985139556764
1900000,treelength,1015.9048675271921
1900000,internal,191.65715354834072
1900000,external,824.2477139788514
1900000,backbone,21.424497521923964
1950000,treelength,1029.4622144348286
1950000,internal,187.2011140569852
1950000,external,842.2611003778435
1950000,backbone,21.827360489030326
2000000,treelength,1023.414668496102
2000000,internal,188.93003024915654
2000000,external,834.4846382469455
2000000,backbone,21.812770170800718
2050000,treelength,1019.9961864923755
2050000,internal,184.11559077355633
2050000,external,835.8805957188191
2050000,backbone,21.08702880766287
2100000,treelength,1029.5891284030279
2100000,internal,193.73416825722805
2100000,external,835.8549601457999
2100000,backbone,21.906064510275613
2150000,treelength,1051.044797713823
2150000,internal,192.84093400816624
2150000,external,858.2038637056569
2150000,backbone,22.629143319841607
2200000,treelength,1048.0561901192561
2200000,internal,192.63210442249076
2200000,external,855.4240856967655
2200000,backbone,20.92265603852035
2250000,treelength,1030.8988293840923
2250000,internal,191.9774083964298
2250000,external,838.9214209876625
2250000,backbone,20.962906907240004
2300000,treelength,1032.9114358576855
2300000,internal,195.35249350351268
2300000,external,837.5589423541729
2300000,backbone,21.74406124178065
2350000,treelength,1042.2459890303642
2350000,internal,194.93090736138313
2350000,external,847.315081668981
2350000,backbone,21.2915165064434
2400000,treelength,1022.5719326984896
2400000,internal,192.32912586600932
2400000,external,830.2428068324803
2400000,backbone,21.546148678303336
2450000,treelength,1041.5667939298041
2450000,internal,185.445971525212
2450000,external,856.1208224045922
2450000,backbone,21.94500160732167
2500000,treelength,1033.7419842184536
2500000,internal,191.53242697470262
2500000,external,842.209557243751
2500000,backbone,22.091541828475837
2550000,treelength,1032.4646899044212
2550000,internal,188.53748309036993
2550000,external,843.9272068140513
2550000,backbone,21.1287745237291
2600000,treelength,1028.1939165202925
2600000,internal,182.82397662027103
2600000,external,845.3699399000216
2600000,backbone,20.871400931703246
2650000,treelength,1018.9630565253568
2650000,internal,187.69499300580503
2650000,external,831.2680635195518
2650000,backbone,20.70931530383373
2700000,treelength,1019.9287969486019
2700000,internal,182.11491905334472
2700000,external,837.8138778952572
2700000,backbone,21.411525041717287
2750000,treelength,1012.5998734061508
2750000,internal,178.7493191318725
2750000,external,833.8505542742782
2750000,backbone,20.10296983732098
2800000,treelength,1016.3243899598859
2800000,internal,185.73197783084743
2800000,external,830.5924121290385
2800000,backbone,21.08456741846642
2850000,treelength,1012.5358867717329
2850000,internal,186.71159558206583
2850000,external,825.8242911896671
2850000,backbone,20.495758962735223
2900000,treelength,1024.322291527989
2900000,internal,183.88990969004874
2900000,external,840.4323818379403
2900000,backbone,20.049120144963066
2950000,treelength,1033.142974785487
2950000,internal,186.67841192656178
2950000,external,846.4645628589252
2950000,backbone,20.16860451842291
3000000,treelength,1035.1578315415536
3000000,internal,191.26010341826586
3000000,external,843.8977281232877
3000000,backbone,21.648325485322204
3050000,treelength,1040.539078551009
3050000,internal,187.3247735178345
3050000,external,853.2143050331745
3050000,backbone,20.75706491664137
3100000,treelength,1014.3240087540595
3100000,internal,187.24494506392531
3100000,external,827.0790636901341
3100000,backbone,20.98692981046813
3150000,treelength,1015.8616598702525
3150000,internal,190.8918770680527
3150000,external,824.9697828021998
3150000,backbone,20.704560644077397
3200000,treelength,1001.0541870895565
3200000,internal,184.72020996862506
