treeId,type,length
0,treelength,1288.5261603478452
0,internal,281.6183973165679
0,external,1006.9077630312773
0,backbone,33.14519851504631
100000,treelength,1299.6380304251131
100000,internal,509.11396749663214
100000,external,790.5240629284809
100000,backbone,61.93778608187683
200000,treelength,1400.3204629387158
200000,internal,566.2360012954827
200000,external,834.0844616432331
200000,backbone,53.78516007447945
300000,treelength,1457.436659228375
300000,internal,575.4354374974417
300000,external,882.0012217309333
300000,backbone,55.86953617883712
400000,treelength,1438.877757324176
400000,internal,581.1099011145509
400000,external,857.767856209625
400000,backbone,61.47029271922726
500000,treelength,1348.2186613159204
500000,internal,559.1969591577267
500000,external,789.0217021581936
500000,backbone,57.608181597555244
600000,treelength,1469.3149985916539
600000,internal,555.7206844655924
600000,external,913.5943141260616
600000,backbone,65.56159581914241
700000,treelength,1419.3409196016353
700000,internal,577.711118663842
700000,external,841.6298009377933
700000,backbone,68.2664002358291
800000,treelength,1484.9499369210978
800000,internal,577.7287211482242
800000,external,907.2212157728736
800000,backbone,60.854475552841926
900000,treelength,1502.411684577445
900000,internal,560.5655889060818
900000,external,941.8460956713632
900000,backbone,50.93744465933574
1000000,treelength,1424.2096718859302
1000000,internal,587.4558103095563
1000000,external,836.753861576374
1000000,backbone,62.363379309825
1100000,treelength,1339.3354926632708
1100000,internal,546.2708456670581
1100000,external,793.0646469962127
1100000,backbone,53.969598985357244
1200000,treelength,1364.7851907937875
1200000,internal,564.2247286808285
1200000,external,800.5604621129588
1200000,backbone,62.762936660282975
1300000,treelength,1385.5840016195675
1300000,internal,564.5351719218563
1300000,external,821.0488296977113
1300000,backbone,63.83794266330278
1400000,treelength,1289.4968986005906
1400000,internal,550.7348483286045
1400000,external,738.7620502719863
1400000,backbone,61.27810139260778
1500000,treelength,1318.8134025896065
1500000,internal,527.8035449360536
1500000,external,791.009857653553
1500000,backbone,74.02695237225919
1600000,treelength,1333.7194167387638
1600000,internal,566.279076299497
1600000,external,767.440340439267
1600000,backbone,54.97381778130339
1700000,treelength,1535.651348386114
1700000,internal,577.7031234953496
1700000,external,957.9482248907644
1700000,backbone,57.77341618042058
1800000,treelength,1355.0637547214733
1800000,internal,529.1063170063362
1800000,external,825.957437715137
1800000,backbone,53.58931570701389
1900000,treelength,1310.0227398515951
1900000,internal,517.8834134605795
1900000,external,792.1393263910156
1900000,backbone,63.40504170974155
2000000,treelength,1451.70282293735
2000000,internal,553.0639524900321
2000000,external,898.638870447318
2000000,backbone,57.65414742973947
2100000,treelength,1322.3740902928241
2100000,internal,544.9129892141574
2100000,external,777.4611010786667
2100000,backbone,65.39498806433656
2200000,treelength,1448.6170042333765
2200000,internal,554.0298490582472
2200000,external,894.5871551751292
2200000,backbone,64.98570942432504
2300000,treelength,1460.5316242655404
2300000,internal,575.7570699882178
2300000,external,884.7745542773226
2300000,backbone,63.21526969624057
2400000,treelength,1348.9432469234214
2400000,internal,537.8263539839957
2400000,external,811.1168929394257
2400000,backbone,67.3777134078063
2500000,treelength,1504.8045931387699
2500000,internal,547.7257125192352
2500000,external,957.0788806195346
2500000,backbone,65.56695733686223
2600000,treelength,1413.234544770078
2600000,internal,553.2741868534321
2600000,external,859.9603579166459
